,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,RoomsAndArea
68,30,RM,47.0,4608,Pave,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,1Story,4,6,78,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,Unf,0,747,747,TA,Y,SBrkr,747,0,0,1,0,2,TA,0,Attchd,78.0,Unf,220,Y,0,0,0,0,6,2010,WD,Normal,80000,2988
69,50,RL,81.0,15593,Pave,Reg,Lvl,Corner,Gtl,ClearCr,Norm,1Fam,1.5Fin,7,4,70,1953,Gable,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,No,BLQ,603,701,1304,TA,Y,SBrkr,1304,983,0,2,0,3,TA,1,Attchd,70.0,Fin,667,Y,0,21,114,0,7,2006,WD,Normal,225000,16009
70,20,RL,95.0,13651,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,7,6,50,1973,Gable,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,Gd,ALQ,1880,343,2223,Ex,Y,SBrkr,2223,0,1,2,0,3,TA,2,Attchd,50.0,Fin,516,Y,300,0,0,0,2,2007,WD,Normal,244000,17784
71,20,RL,69.0,7599,Pave,Reg,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,1Story,4,6,41,2006,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,No,ALQ,565,280,845,TA,Y,SBrkr,845,0,1,1,0,2,TA,0,Detchd,36.0,Unf,360,Y,0,0,0,0,6,2007,WD,Normal,129500,3380
72,60,RL,74.0,10141,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,25,1998,Gable,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,No,Unf,0,832,832,Gd,Y,SBrkr,885,833,0,2,1,3,TA,1,Attchd,25.0,Fin,427,Y,0,94,0,291,12,2009,WD,Normal,185000,12026
73,20,RL,85.0,10200,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,69,2003,Gable,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,No,ALQ,320,404,1086,Gd,Y,SBrkr,1086,0,1,1,0,3,TA,0,Attchd,34.0,Unf,490,Y,0,0,0,0,5,2010,WD,Normal,144900,6516
74,50,RM,60.0,5790,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,3,6,108,1950,Gambrel,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,No,Unf,0,840,840,Gd,N,SBrkr,840,765,0,2,0,3,TA,0,Detchd,108.0,Unf,379,Y,0,0,202,0,5,2010,WD,Normal,107400,12840
75,180,RM,21.0,1596,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SLvl,4,5,50,1973,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,Gd,GLQ,462,0,462,TA,Y,SBrkr,526,462,1,1,0,2,TA,0,BuiltIn,50.0,Unf,297,Y,120,101,0,0,11,2009,WD,Normal,91000,4940
76,20,RL,69.0,8475,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,7,67,1956,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,ALQ,228,724,952,Ex,Y,FuseA,952,0,0,1,0,2,TA,0,Detchd,67.0,Unf,283,Y,0,0,0,0,4,2008,WD,Normal,135750,3808
77,50,RM,50.0,8635,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,5,75,2001,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,BLQ,336,295,672,TA,Y,SBrkr,1072,213,1,1,0,2,TA,0,Detchd,75.0,Unf,240,Y,0,0,0,0,1,2008,WD,Normal,127000,7710
78,90,RL,72.0,10778,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Duplex,1Story,4,5,55,1968,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,Unf,0,1768,1768,TA,N,SBrkr,1768,0,0,2,0,4,TA,0,No Garage,0.0,No Garage,0,Y,0,0,0,0,4,2010,WD,Normal,136500,14144
79,50,RM,60.0,10440,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,5,6,113,1981,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,No,Unf,0,440,440,Gd,Y,SBrkr,682,548,0,1,1,2,TA,0,Detchd,57.0,Unf,440,Y,74,0,128,0,5,2009,WD,Normal,110000,6150
80,60,RL,100.0,13000,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,2Story,6,6,55,1968,Gable,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,No,Rec,448,448,896,TA,Y,SBrkr,1182,960,0,2,1,4,Gd,1,Attchd,55.0,Fin,509,Y,0,72,0,252,6,2009,WD,Normal,193500,17136
81,120,RM,32.0,4500,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,25,1998,Hip,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,No,GLQ,1201,36,1237,Ex,Y,SBrkr,1337,0,1,2,0,2,TA,0,Attchd,25.0,Fin,405,Y,0,199,0,0,3,2006,WD,Normal,153500,6685
82,20,RL,78.0,10206,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,16,2007,Gable,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,No,GLQ,33,1530,1563,Ex,Y,SBrkr,1563,0,0,2,0,3,Gd,1,Attchd,16.0,RFn,758,Y,144,99,0,0,10,2008,WD,Normal,245000,9378
83,20,RL,80.0,8892,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,63,1960,Gable,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,No,Unf,0,1065,1065,Gd,Y,SBrkr,1065,0,0,1,1,3,TA,0,Detchd,49.0,Unf,461,Y,74,0,0,0,7,2007,COD,Normal,126500,6390
84,80,RL,69.0,8530,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,28,1996,Gable,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,No,Unf,0,384,384,Gd,Y,SBrkr,804,670,0,2,1,3,TA,1,BuiltIn,28.0,Fin,400,Y,120,72,0,0,5,2009,WD,Normal,168500,10318
85,60,RL,121.0,16059,Pave,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,5,32,1992,Hip,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,No,Unf,0,1288,1288,Ex,Y,SBrkr,1301,1116,0,2,1,4,Gd,1,Attchd,32.0,Unf,462,Y,127,82,0,0,4,2006,WD,Normal,260000,21753
86,60,RL,122.0,11911,Pave,IR2,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,18,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,684,684,Ex,Y,SBrkr,684,876,0,2,1,3,Gd,1,BuiltIn,18.0,Fin,400,Y,100,38,0,0,3,2009,WD,Normal,174000,9360
87,160,FV,40.0,3951,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,14,2009,Gable,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,Av,Unf,0,612,612,Ex,Y,SBrkr,612,612,0,2,1,2,Gd,0,Detchd,14.0,RFn,528,Y,0,234,0,0,6,2009,New,Partial,164500,4896
88,50,C (all),105.0,8470,Pave,IR1,Lvl,Corner,Gtl,IDOTRR,Feedr,1Fam,1.5Fin,3,2,108,1982,Hip,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,No,Unf,0,1013,1013,TA,N,SBrkr,1013,0,0,1,0,2,Fa,0,No Garage,0.0,No Garage,0,N,0,0,156,0,10,2009,ConLD,Abnorml,85000,9156
89,20,RL,60.0,8070,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,5,29,1995,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,GLQ,588,402,990,Ex,Y,SBrkr,990,0,1,1,0,3,TA,0,No Garage,0.0,No Garage,0,Y,0,0,0,0,8,2007,WD,Normal,123600,4950
90,20,RL,60.0,7200,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,73,1950,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,TA,No,Unf,0,0,0,TA,Y,FuseA,1040,0,0,1,0,2,TA,0,Detchd,73.0,Unf,420,Y,0,29,0,0,7,2006,WD,Normal,109900,4160
91,20,RL,85.0,8500,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,3,62,1961,Hip,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,No,Rec,600,635,1235,TA,Y,SBrkr,1235,0,0,1,0,2,TA,0,Attchd,62.0,Unf,480,Y,0,0,0,0,12,2006,WD,Abnorml,98600,7410
92,30,RL,80.0,13360,Pave,IR1,HLS,Inside,Gtl,Crawfor,Norm,1Fam,1Story,5,7,102,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,No,ALQ,713,163,876,Ex,Y,SBrkr,964,0,1,1,0,2,TA,0,Detchd,102.0,Unf,432,Y,0,0,44,0,8,2009,WD,Normal,163500,4820
93,190,C (all),60.0,7200,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,2fmCon,2.5Unf,6,6,113,1998,Hip,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Mn,Rec,1046,168,1214,Ex,N,SBrkr,1260,1031,0,2,0,4,TA,1,Detchd,123.0,Unf,506,Y,0,0,0,99,11,2007,WD,Normal,133900,20619
94,60,RL,69.0,9337,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,26,1997,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,No,GLQ,648,176,824,Ex,Y,SBrkr,905,881,1,2,1,3,Gd,0,Attchd,26.0,RFn,684,Y,0,162,0,0,5,2007,WD,Normal,204750,12502
95,60,RL,69.0,9765,Pave,IR2,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,8,30,1993,Gable,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,No,ALQ,310,370,680,Gd,Y,SBrkr,680,790,0,2,1,3,TA,1,BuiltIn,30.0,Fin,420,Y,232,63,0,0,4,2009,WD,Normal,185000,8820
96,20,RL,78.0,10264,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,24,1999,Gable,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,Av,ALQ,1162,426,1588,Ex,Y,SBrkr,1588,0,0,2,0,3,Gd,0,Attchd,24.0,RFn,472,Y,158,29,0,0,8,2006,WD,Normal,214000,9528
97,20,RL,73.0,10921,Pave,Reg,HLS,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,58,1965,Hip,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,No,Rec,520,440,960,TA,Y,FuseF,960,0,1,1,0,3,TA,0,Attchd,58.0,Fin,432,P,120,0,0,0,5,2007,WD,Normal,94750,5760
98,30,RL,85.0,10625,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,5,103,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,ALQ,108,350,458,Fa,N,SBrkr,835,0,0,1,0,2,TA,0,Basment,103.0,Unf,366,Y,0,0,77,0,5,2010,COD,Abnorml,83000,4175
99,20,RL,77.0,9320,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,64,1959,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,ALQ,569,381,950,Fa,Y,SBrkr,1225,0,1,1,1,3,TA,0,No Garage,0.0,No Garage,0,Y,352,0,0,0,1,2010,WD,Normal,128950,7350
100,20,RL,69.0,10603,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,7,46,2001,Gable,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,Mn,ALQ,1200,410,1610,Gd,Y,SBrkr,1610,0,1,2,0,3,Gd,2,Attchd,46.0,RFn,480,Y,168,68,0,0,2,2010,WD,Normal,205000,9660
101,60,RL,77.0,9206,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,38,1985,Gable,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,No,Unf,0,741,741,TA,Y,SBrkr,977,755,0,2,1,3,Gd,1,Attchd,38.0,Fin,476,Y,192,46,0,0,6,2010,WD,Normal,178000,12124
102,90,RL,64.0,7018,Pave,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Duplex,1Story,5,5,44,1979,Gable,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,TA,No,Unf,0,0,0,TA,Y,SBrkr,1535,0,0,2,0,4,TA,0,Attchd,44.0,Unf,410,Y,0,0,0,0,6,2009,WD,Alloca,118964,12280
103,20,RL,94.0,10402,Pave,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,7,5,14,2009,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,1226,1226,Ex,Y,SBrkr,1226,0,0,2,0,3,Gd,0,Attchd,14.0,RFn,740,Y,0,36,0,0,5,2010,WD,Normal,198900,7356
104,50,RM,69.0,7758,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1.5Fin,7,4,92,1950,Gable,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,No,LwQ,224,816,1040,Ex,Y,FuseF,1226,592,0,1,1,4,TA,2,Detchd,72.0,Unf,240,Y,0,0,0,184,6,2007,WD,Normal,169500,12726
105,60,FV,75.0,9375,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,20,2004,Hip,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,No,Unf,0,1053,1053,Ex,Y,SBrkr,1053,939,0,2,1,3,Gd,1,Attchd,20.0,RFn,648,Y,140,45,0,0,8,2008,WD,Normal,250000,17928
106,30,RM,60.0,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,4,7,138,1995,Mansard,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,No,Unf,0,641,641,Gd,Y,SBrkr,1047,0,0,1,0,2,TA,0,Detchd,69.0,Unf,273,N,0,0,0,0,8,2007,WD,Normal,100000,6282
107,20,RM,50.0,6000,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,5,75,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,ALQ,104,516,789,Ex,Y,SBrkr,789,0,0,1,0,2,TA,0,Detchd,75.0,Unf,250,Y,0,0,0,0,4,2008,WD,Partial,115000,3945
108,50,RM,85.0,8500,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Artery,1Fam,1.5Fin,5,7,104,2005,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,No,Unf,0,793,793,TA,N,FuseF,997,520,0,2,0,3,Fa,0,No Garage,0.0,No Garage,0,N,0,0,144,0,8,2007,WD,Normal,115000,10619
109,20,RL,105.0,11751,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,6,46,1977,Hip,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,No,BLQ,705,1139,1844,Ex,Y,SBrkr,1844,0,0,2,0,3,TA,1,Attchd,46.0,RFn,546,Y,0,122,0,0,1,2010,COD,Normal,190000,12908
110,50,RL,75.0,9525,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,6,4,69,1972,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,444,550,994,Gd,Y,SBrkr,1216,639,0,2,0,4,TA,0,Attchd,69.0,Unf,325,Y,182,0,0,0,10,2006,WD,Normal,136900,12985
111,80,RL,69.0,7750,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,23,2000,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,GLQ,250,134,384,Ex,Y,SBrkr,774,656,0,2,1,3,TA,1,BuiltIn,23.0,Fin,400,Y,180,0,0,0,4,2010,WD,Normal,180000,10010
112,60,RL,77.0,9965,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,16,2007,Gable,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,Av,GLQ,984,280,1264,Ex,Y,SBrkr,1282,1414,1,2,1,4,Ex,1,BuiltIn,16.0,Fin,792,Y,120,184,0,168,10,2007,New,Partial,383970,26960
113,20,RL,69.0,21000,Pave,Reg,Bnk,Corner,Gtl,Crawfor,Norm,1Fam,1Story,6,5,70,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,Mn,ALQ,35,905,1809,TA,Y,SBrkr,2259,0,1,2,0,3,Gd,2,Basment,70.0,Unf,450,Y,166,120,192,0,10,2007,COD,Abnorml,217000,15813
114,70,RL,61.0,7259,Pave,IR1,Lvl,Inside,Mod,Crawfor,Norm,1Fam,2Story,6,8,78,2002,Gambrel,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,ALQ,774,104,1028,Ex,Y,SBrkr,1436,884,1,2,1,3,Gd,1,Detchd,78.0,Unf,180,Y,224,0,0,0,7,2007,WD,Normal,259500,20880
115,160,FV,34.0,3230,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,24,1999,Gable,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,No,GLQ,419,310,729,Gd,Y,SBrkr,729,729,0,2,1,2,TA,1,Detchd,24.0,Unf,440,Y,0,32,0,0,6,2007,WD,Normal,176000,7290
116,20,RL,69.0,11616,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,61,1962,Gable,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,TA,CBlock,TA,No,LwQ,170,252,1092,TA,Y,SBrkr,1092,0,0,1,0,3,TA,1,Attchd,61.0,Unf,288,Y,0,20,144,0,9,2009,WD,Normal,139000,6552
117,20,RL,74.0,8536,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,5,17,2007,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,1125,1125,Gd,Y,SBrkr,1125,0,0,1,1,2,TA,0,Attchd,16.0,Unf,430,Y,80,64,0,0,4,2007,New,Partial,155000,5625
118,60,RL,90.0,12376,Pave,Reg,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,2Story,7,5,33,1990,Hip,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,Mn,GLQ,1470,203,1673,Gd,Y,SBrkr,1699,1523,1,3,0,5,Gd,2,Attchd,33.0,Unf,594,Y,367,0,0,0,5,2010,WD,Normal,320000,35442
119,60,RL,65.0,8461,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,18,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,728,728,Ex,Y,SBrkr,728,728,0,2,1,3,Gd,1,Attchd,18.0,Fin,390,Y,0,24,0,0,7,2006,New,Partial,163990,11648
120,80,RL,69.0,21453,Pave,IR1,Low,CulDSac,Sev,ClearCr,Norm,1Fam,SLvl,6,5,54,1969,Flat,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,ALQ,938,0,938,Ex,Y,SBrkr,988,0,1,1,0,1,TA,2,Attchd,54.0,Unf,540,Y,0,130,0,0,10,2006,WD,Normal,180000,3952
121,50,RM,50.0,6060,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,4,5,84,1950,Gable,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,No,Unf,0,732,732,Gd,Y,SBrkr,772,351,0,1,0,3,TA,0,Detchd,44.0,Unf,264,P,0,0,140,0,6,2007,WD,Normal,100000,4492
122,20,RL,75.0,9464,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,7,65,1958,Hip,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,No,BLQ,570,510,1080,Gd,Y,SBrkr,1080,0,0,1,0,3,TA,0,Attchd,65.0,Unf,288,Y,0,0,0,130,6,2008,WD,Normal,136000,5400
123,120,RL,55.0,7892,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,5,30,1993,Gable,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,No,GLQ,300,899,1199,Ex,Y,SBrkr,1199,0,0,2,0,2,Gd,0,Attchd,30.0,RFn,530,Y,0,63,0,0,3,2008,WD,Normal,153900,5995
124,20,RL,48.0,17043,Pave,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,1Story,6,5,44,1998,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,No,Unf,0,1362,1362,TA,Y,SBrkr,1586,0,0,2,0,3,TA,1,Attchd,44.0,Unf,435,Y,192,0,0,0,1,2009,WD,Normal,181000,11102
125,190,RM,60.0,6780,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,2fmCon,1.5Fin,6,8,88,1982,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,Av,GLQ,490,30,520,Gd,N,SBrkr,520,0,1,1,0,2,TA,0,No Garage,0.0,No Garage,0,N,53,0,0,0,6,2006,WD,Normal,84500,3770
126,120,RL,69.0,4928,Pave,IR1,Lvl,Inside,Gtl,NPkVill,Norm,TwnhsE,1Story,6,5,47,1976,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,No,ALQ,120,958,1078,TA,Y,SBrkr,958,0,0,2,0,2,TA,1,Attchd,46.0,RFn,440,Y,0,205,0,0,2,2007,WD,Normal,128000,4790
127,45,RM,55.0,4388,Pave,IR1,Bnk,Inside,Gtl,OldTown,Feedr,1Fam,1.5Unf,5,7,93,1950,Gable,WdShing,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,No,LwQ,116,556,672,Ex,Y,SBrkr,840,0,0,1,0,3,TA,1,No Garage,0.0,No Garage,0,N,0,0,0,0,6,2007,WD,Normal,87000,4200
128,60,RL,69.0,7590,Pave,Reg,Lvl,Inside,Gtl,NAmes,PosN,1Fam,2Story,6,5,57,1966,Gable,VinylSd,VinylSd,BrkFace,266.0,TA,TA,CBlock,TA,No,BLQ,512,148,660,TA,Y,SBrkr,660,688,0,1,1,3,TA,1,Attchd,57.0,RFn,453,Y,188,108,0,0,7,2006,WD,Normal,155000,8088
129,20,RL,69.0,8973,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,65,1991,Gable,Plywood,Plywood,BrkFace,85.0,TA,TA,CBlock,TA,No,Rec,567,413,1008,TA,Y,FuseA,1053,0,0,1,1,3,Ex,0,2Types,25.0,RFn,750,Y,0,80,0,0,7,2006,WD,Abnorml,150000,6318
130,60,RL,88.0,14200,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,2Story,7,6,57,1966,Gable,MetalSd,MetalSd,BrkFace,309.0,TA,TA,CBlock,TA,No,Rec,445,479,924,Ex,Y,SBrkr,1216,941,0,2,1,4,Gd,2,Attchd,57.0,Fin,487,Y,105,66,0,0,5,2006,WD,Normal,226000,17256
131,60,RL,69.0,12224,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,23,2000,Gable,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,No,GLQ,695,297,992,Ex,Y,SBrkr,1022,1032,1,2,1,3,Gd,1,BuiltIn,23.0,RFn,390,Y,24,48,0,0,7,2009,WD,Normal,244000,14378
132,20,RL,75.0,7388,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,6,64,2002,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,405,658,1063,Gd,Y,SBrkr,1327,0,1,1,0,3,Gd,0,Detchd,49.0,Unf,624,Y,0,0,0,0,7,2007,WD,Normal,150750,9289
133,20,RL,69.0,6853,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,22,2002,Gable,VinylSd,VinylSd,BrkFace,136.0,Gd,TA,PConc,Ex,No,GLQ,1005,262,1267,Ex,Y,SBrkr,1296,0,1,2,0,2,Gd,0,Attchd,22.0,Fin,471,Y,192,25,0,0,6,2009,WD,Normal,220000,7776
134,20,RL,78.0,10335,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,6,55,1993,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,Rec,570,891,1461,Gd,Y,SBrkr,1721,0,0,2,1,3,TA,1,Attchd,55.0,RFn,440,Y,0,96,180,0,7,2006,WD,Normal,180000,12047
135,20,RL,80.0,10400,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,6,53,1970,Hip,Plywood,Plywood,BrkFace,288.0,TA,TA,PConc,TA,No,Unf,0,1304,1304,Gd,Y,SBrkr,1682,0,0,2,0,3,TA,1,Attchd,53.0,Unf,530,Y,98,0,0,0,5,2008,WD,Normal,174000,11774
136,20,RL,69.0,10355,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,5,56,1967,Gable,MetalSd,MetalSd,BrkFace,196.0,TA,TA,CBlock,TA,No,BLQ,695,519,1214,TA,Y,SBrkr,1214,0,0,2,0,3,TA,1,Attchd,56.0,RFn,318,Y,0,111,0,0,7,2007,WD,Normal,143000,6070
137,90,RL,82.0,11070,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,1Story,7,5,35,1989,Gable,VinylSd,VinylSd,BrkFace,70.0,TA,TA,CBlock,TA,No,Unf,0,1907,1907,Gd,Y,SBrkr,1959,0,0,3,0,5,TA,0,2Types,34.0,Unf,766,Y,0,0,0,0,7,2006,WD,Family,171000,17631
138,60,RL,73.0,9066,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,24,2000,Gable,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,Mn,GLQ,668,336,1004,Ex,Y,SBrkr,1004,848,0,2,1,3,Gd,2,Attchd,24.0,Fin,660,Y,224,106,0,0,12,2008,WD,Normal,230000,12964
